10.1111/tpj.14781 | Azospirillum lipoferum | drought | maize | "In this context, the research was designed to study the effects of Azospirillum lipoferum strain (Accession no. GQ255950) inoculation on biochemical attributes and growth of maize plant under drought stress." | NO
10.3389/fpls.2022.870626 | Glomus mosseae | Drought | Ephedra foliata | "Drought stress negatively affects the crop quality and quantity. However, this can be mitigated through the inoculation of three species of AMF, namely, G. mosseae, Glomus etunicatum, and G. intraradices. Al-Arjani et al. (2020) isolated these three species from the rhizosphere of Acacia gerrardii and applied them to Ephedra foliata Boiss plants." | YES
10.3389/fpls.2022.870626 | Glomus etunicatum | Drought | Acacia gerrardii | "Drought stress negatively affects the crop quality and quantity. However, this can be mitigated through the inoculation of three species of AMF, namely, G. mosseae, Glomus etunicatum, and G. intraradices. Al-Arjani et al. (2020) isolated these three species from the rhizosphere of Acacia gerrardii and applied them to Ephedra foliata Boiss plants." | NO
10.3389/fpls.2022.870626 | Glomus etunicatum | Drought | Ephedra foliata | "Drought stress negatively affects the crop quality and quantity. However, this can be mitigated through the inoculation of three species of AMF, namely, G. mosseae, Glomus etunicatum, and G. intraradices. Al-Arjani et al. (2020) isolated these three species from the rhizosphere of Acacia gerrardii and applied them to Ephedra foliata Boiss plants." | YES
10.3389/fpls.2022.870626 | Glomus intraradices | Drought | Acacia gerrardii | "Drought stress negatively affects the crop quality and quantity. However, this can be mitigated through the inoculation of three species of AMF, namely, G. mosseae, Glomus etunicatum, and G. intraradices. Al-Arjani et al. (2020) isolated these three species from the rhizosphere of Acacia gerrardii and applied them to Ephedra foliata Boiss plants." | NO
10.3389/fpls.2022.870626 | Glomus intraradices | Drought | Ephedra foliata | "Drought stress negatively affects the crop quality and quantity. However, this can be mitigated through the inoculation of three species of AMF, namely, G. mosseae, Glomus etunicatum, and G. intraradices. Al-Arjani et al. (2020) isolated these three species from the rhizosphere of Acacia gerrardii and applied them to Ephedra foliata Boiss plants." | YES
10.3389/fmicb.2022.833566 | Bacillus amyloliquefaciens | heat | wheat | "For example, it was reported that treatment with bacteria (Bacillus amyloliquefaciens or Azospirillum brasilense) decreased the activity of this enzyme as well as significantly lower expression of the APX1 gene was observed in heat exposed wheat seedlings (Abd El-Daim et al., 2014)." | YES
10.3389/fmicb.2022.833566 | Azospirillum brasilense | heat | wheat | "For example, it was reported that treatment with bacteria (Bacillus amyloliquefaciens or Azospirillum brasilense) decreased the activity of this enzyme as well as significantly lower expression of the APX1 gene was observed in heat exposed wheat seedlings (Abd El-Daim et al., 2014)." | YES
10.3389/fmicb.2022.833566 | Aspergillus aculeatus | heat | Lolium perenne | "For example, in a study, Li X. et al. (2021) did not notice any changes in SOD accumulation in Aspergillus aculeatus inoculated Lolium perenne, although this fungus improved the heat tolerance of this plant." | YES
10.3389/fmicb.2022.833566 | Septoglomus deserticola | heat | tomato | "Similar results have been reported for Septoglomus deserticola and Septoglomus constrictum (AM fungi) mediated heat stress tolerance in the tomato plant with no apparent changes in SOD activity (Duc et al., 2018)." | YES
10.3389/fmicb.2022.833566 | Septoglomus constrictum | heat | tomato | "Similar results have been reported for Septoglomus deserticola and Septoglomus constrictum (AM fungi) mediated heat stress tolerance in the tomato plant with no apparent changes in SOD activity (Duc et al., 2018)." | YES
10.3389/fmicb.2022.833566 | Enterobacter | heat | Arabidopsis | "To reveal the mechanisms through which Enterobacter sp. SA187 mediates plant thermotolerance in Arabidopsis Shekhawat et al. (2020) carried out RNA-seq and targeted transcriptomic analyses." | NO
10.3389/fmicb.2022.833566 | Aspergillus aculeatus | heat | Lolium perenne | "In a study, increased expression of heat shock protein gene HSP17.8 and Dehydration-responsive gene DREB1 and decreased expression of POD47 and FeSOD have been reported for fungal (Aspergillus aculeatus) conferred heat stress tolerance in Lolium perenne grass (Li X. et al., 2021)." | YES
10.3389/fmicb.2022.833566 | Bacillus velezensis | heat | wheat | "The B. velezensis inoculation induced an increased abiotic stress tolerance, and the pattern of metabolic modulation and abundance of several proteins were found to be similar in wheat challenged with different abiotic stress factors such as heat, cold, and drought (Abd El-Daim et al., 2019)." | YES
10.3389/fmicb.2022.833566 | Bacillus velezensis | cold | wheat | "The B. velezensis inoculation induced an increased abiotic stress tolerance, and the pattern of metabolic modulation and abundance of several proteins were found to be similar in wheat challenged with different abiotic stress factors such as heat, cold, and drought (Abd El-Daim et al., 2019)." | YES
10.3389/fmicb.2022.833566 | Bacillus velezensis | drought | wheat | "The B. velezensis inoculation induced an increased abiotic stress tolerance, and the pattern of metabolic modulation and abundance of several proteins were found to be similar in wheat challenged with different abiotic stress factors such as heat, cold, and drought (Abd El-Daim et al., 2019)." | YES
10.3389/fmicb.2022.833566 | yellow tailflower mild mottle virus | drought | Nicotiana benthamiana | "A plant virus, yellow tailflower mild mottle virus (YTMMV, genus Tobamovirus), enhanced drought stress tolerance in Nicotiana benthamiana plants by modulating its metabolic compounds (Dastogeer et al., 2018)." | YES
10.1016/j.cub.2018.03.054 | Xanthomonas oryzae | heat | rice | "For example, 15 °C is optimal for Globodera pallida nematodes to infect potato plants [58], daytime temperatures of 35 °C and nighttime temperatures of 27 °C are most favorable for Xanthomonas oryzae bacteria to colonize rice [59], whereas temperature between 26 °C to 31 °C are idea l for papaya ringspot virus (PRSV) to infect papaya [60]." | NO
10.1016/j.cub.2018.03.054 | Xanthomonas oryzae | cold | rice | "For example, 15 °C is optimal for Globodera pallida nematodes to infect potato plants [58], daytime temperatures of 35 °C and nighttime temperatures of 27 °C are most favorable for Xanthomonas oryzae bacteria to colonize rice [59], whereas temperature between 26 °C to 31 °C are ideal for papaya ringspot virus (PRSV) to infect papaya [60]." | NO
10.1016/j.cub.2018.03.054 | papaya ringspot virus | heat | papaya | "For example, 15 °C is optimal for Globodera pallida nematodes to infect potato plants [58], daytime temperatures of 35 °C and nighttime temperatures of 27 °C are most favorable for Xanthomonas oryzae bacteria to colonize rice [59], whereas temperature between 26 °C to 31 °C are idea l for papaya ringspot virus (PRSV) to infect papaya [60]." | NO
10.1016/j.cub.2018.03.054 | papaya ringspot virus | cold | papaya | "For example, 15 °C is optimal for Globodera pallida nematodes to infect potato plants [58], daytime temperatures of 35 °C and nighttime temperatures of 27 °C are most favorable for Xanthomonas oryzae bacteria to colonize rice [59], whereas temperature between 26 °C to 31 °C are idea l for papaya ringspot virus (PRSV) to infect papaya [60]." | NO
10.1016/j.cub.2018.03.054 | Puccinia striiformis | heat | wheat | "The rust pathogen Puccinia striiformis was found to be unable to cause infections in the laboratory if inoculated in wheat seedlings at constant temperatures over 21 °C, while in the field, infections occurred even when temperatures fluctuated between 18 °C to 30 °C [61]." | NO
10.1016/j.cub.2018.03.054 | Puccinia striiformis | cold | wheat | "The rust pathogen Puccinia striiformis was found to be unable to cause infections in the laboratory if inoculated in wheat seedlings at constant temperatures over 21 °C, while in the field, infections occurred even when temperatures fluctuated between 18 °C to 30 °C [61]." | NO
10.1016/j.cub.2018.03.054 | Phytophthora infestans | heat | potato | "Also, even when the same average temperatures were used to study the interaction between P. infestans and potato, small 5 °C fluctuations in temperature caused plants to be more susceptible than daily constant temperatures [63]." | NO
10.1016/j.cub.2018.03.054 | Phytophthora infestans | cold | potato | "Also, even when the same average temperatures were used to study the interaction between P. infestans and potato, small 5 °C fluctuations in temperature caused plants to be more susceptible than daily constant temperatures [63]." | NO
10.1016/j.cub.2018.03.054 | Puccinia striiformis | heat | wheat | "In the interaction between the rust fungus Puccinia striiformis and wheat, new pathogen races that are more aggressive in causing disease at higher temperatures have appeared since the year 2000 and have become more prevalent worldwide in only a few years [68, 69]." | NO
10.1016/j.cub.2018.03.054 | Ralstonia | drought | rice | "Contrary to the effect observed for Ralstonia infection of tomato plants, drought conditions caused more aggressive infections by Magnaporthe oryzae in rice, resulting in larger pathogen populations and more visible disease symptoms [80]." | NO
10.1016/j.cub.2018.03.054 | Magnaporthe oryzae | drought | tomato | "Contrary to the effect observed for Ralstonia infection of tomato plants, drought conditions caused more aggressive infections by Magnaporthe oryzae in rice, resulting in larger pathogen populations and more visible disease symptoms [80]." | NO
10.1016/j.cub.2018.03.054 | turnip mosaic virus | drought | Arabidopsis | "In Arabidopsis, combined heat, drought and turnip mosaic virus (TuMV) infection cause a more severe reduction in plant growth than each individual factor alone [86]." | NO
10.1016/j.cub.2018.03.054 | turnip mosaic virus | heat | Arabidopsis | "In Arabidopsis, combined heat, drought and turnip mosaic virus (TuMV) infection cause a more severe reduction in plant growth than each individual factor alone [86]." | NO
10.1016/j.cub.2018.03.054 | Botrytis cinerea | heat | grapes | "In the interaction between Botrytis cinerea and grapes, both air relative humidity close to 100% and temperatures between 20 and 25 °C were required for optimal disease [87], and deviations from this optimum resulted in a drastic decrease in disease incidence." | NO
10.1016/j.cub.2018.03.054 | Botrytis cinerea | cold | grapes | "In the interaction between Botrytis cinerea and grapes, both air relative humidity close to 100% and temperatures between 20 and 25 °C were required for optimal disease [87], and deviations from this optimum resulted in a drastic decrease in disease incidence." | NO
10.1016/j.cub.2018.03.054 | tobacco mosaic virus | heat | tobacco | "For example, the tobacco N protein for the resistance against tobacco mosaic virus (TMV, [104]), several tomato Cf proteins for resistance against the leaf mold pathogen Cladosporium fulvum [105], and several R proteins that confer resistance to the bacterial pathogen Pseudomonas syringae (RPM1, RPS2, and RPS4 from Arabidopsis) or potato virus X (PVX, recognized by Rx in potato) [106] do not mount an effective ETI at temperatures higher than 30 °C." | NO
