label	text	microorganism	stress	plant	id
1	Moreover, overexpression of acdS in Streptomyces venezuelae significantly boosted the salt tolerance of rice by increasing proline and reducing ethylene and Na+ content compared with that of the original strain -REF- PGP Streptomyces coelicolor DE07, <e1>Streptomyces olivaceus</e1> DE10, and Streptomyces geysiriensis DE27 were reported to promote the growth of <e3>wheat</e3> under <e2>water stress</e2> conditions -REF-.	Streptomyces olivaceus	water stress	wheat	9658302
0	Inoculation with Bacillus cereus, <e1>Pseudomonas</e1> spp., Serratia liquefaciens, <e1>Pseudomonas</e1> fluorescens, <e1>Pseudomonas</e1> putida, and Bacillus tequilensis SSB07 has alleviated <e2>heat</e2> stress in several crops like tomato, pigeon pea <e3>wheat</e3> and soybean -REF-.	Pseudomonas	heat	wheat	10374332
0	The present study is therefore focused on the possible role of three halotolerant endophytic fungi, i.e., Periconia macrospinosa, <e1>Neocamarosporium goegapense</e1>, and N. chichastianum, isolated from roots of salt lake plants growing in the central desert of Iran, in alleviating the adverse effects of salinity and <e2>drought</e2> stresses on <e3>barley</e3> under greenhouse conditions.	Neocamarosporium goegapense	drought	barley	9205400
0	PGPR strains such as Pseudomonas jessenii, Anthrobacter nitroguajacolicus, and Pseudomonas synxantha inoculation of rice seedlings, Pseudomonas putida in <e3>maize</e3>, <e1>Bacillus polymyxa</e1> in tomato, Bazzania subtilis in mustard, Pseudomonas and Mesorhizobium cicero in green gram, are capable of promoting plants grown under <e2>drought</e2> stress conditions -REF-, -REF-, -REF-, -REF-.	Bacillus polymyxa	drought	maize	9919780
1	In <e2>drought</e2>-stressed plants, it has been shown that PGPR such as Paenibacillus polymyxa, Achromobacter piechaudi, Azospirillum brasilense, Pseudomonas sp., Burkholderia, Arthrobacter, Microccocus luteus, and <e1>Bacillus</e1> enhanced the <e2>drought</e2> tolerance of Arabidopsis thaliana -REF-, pepper, tomato -REF-, -REF-, wheat -REF- and <e3>maize</e3> -REF- plants.	Bacillus	drought	maize	9415082
1	In addition, inoculation of <e3>soybean</e3> plants with <e1>Bradyrhizobium japonicum</e1> 532C led to improved growth under <e2>salinity</e2> stress 36 mM and 61 mM NaCl -REF-.	Bradyrhizobium japonicum	salinity	soybean	8230635
1	In <e2>drought-stressed</e2> plants, it has been shown that PGPR such as Paenibacillus polymyxa, Achromobacter piechaudi, Azospirillum brasilense, Pseudomonas sp., Burkholderia, Arthrobacter, Microccocus luteus, and <e1>Bacillus</e1> enhanced the drought tolerance of Arabidopsis thaliana -REF-, pepper, <e3>tomato</e3> -REF-, -REF-, wheat -REF- and maize -REF- plants.	Bacillus	drought-stressed	tomato	9415082
1	Vaishnav and Choudhary -REF- reported higher ethylene production and lower expression of the gene encoding ethylene-responsive element-binding factor EREB in <e3>soybean</e3> inoculated with <e1>Pseudomonas simiae</e1> compared with uninoculated plants under <e2>drought</e2> stress.	Pseudomonas simiae	drought	soybean	7923115
1	<e2>Salt-stressed</e2> <e3>maize</e3> plants inoculated with halophilic <e1>Streptococcus sciuri</e1> SAT-17 isolate showed plant growth-promoting capability along with increased salinity tolerance and enhanced antioxidative defense -REF-.	Streptococcus sciuri	Salt-stressed	maize	7820118
1	Besides, the genes involved in photosynthetic pathway, the secondary metabolite pathway genes such as phenylpropanoid, glutathione metabolism, diterpenoid, glyoxylate, nitrogen, cutin, and suberin were also upregulated in <e1>Trichoderma</e1> harzianum-inoculated <e2>drought-stressed</e2> IR64 <e3>rice</e3> cultivar.	Trichoderma	drought-stressed	rice	8076752
0	reported that combined inoculation of Mesorhizobium ciceri RZ-11, Bacillus subtilis RP-01 and <e1>Bacillus mojavensis</e1> RS-14 resulted in 45–50% improvement in <e3>chickpea</e3> yield under <e2>drought</e2> stress -REF-.	Bacillus mojavensis	drought	chickpea	11133442
0	Effect of EPSs from <e1>Enterobacter ludwigii</e1> on <e3>Rice</e3> under Abiotic Stresses The abiotic stress assay was conducted with 3 different conditions other than normal conditions: salinity, <e2>drought</e2>, and heat stress.	Enterobacter ludwigii	drought	Rice	11205796
1	<e1>Streptococcus sciuri</e1> Protected <e3>Tomato</e3> and Rice Plants From <e2>salinity</e2> Injury Plants experiencing <e2>salinity</e2> stress downregulate and shut down photosynthesis mainly due to stomatal closure -REF-; -REF-.	Streptococcus sciuri	salinity	Tomato	7820118
1	Some PGPR strains such as Paenibacillus polymyxa, Acetobacter calcoaceticus, Pseudomonas putida, and <e1>Pseudomonas fluorescens</e1> enhanced the <e2>drought</e2> stress tolerance in <e3>acacia</e3> under greenhouse conditions.	Pseudomonas fluorescens	drought	acacia	7646561
1	Treatment of <e3>wheat</e3> plants with the endophyte <e1>Alternaria alternata</e1> enhanced growth and imparted <e2>drought</e2> tolerance.	Alternaria alternata	drought	wheat	7652991
1	Inoculation of auxin-producing rhizobacteria of genus Bacillus, <e1>Enterobacter</e1>, Moraxella and Pseudomonas lead to significant improvement of shoot length, spike length and grain weight in <e3>wheat</e3> under <e2>drought</e2> conditions at 10% field capacity.	Enterobacter	drought	wheat	8066330
1	Inoculation with <e1>Acaulospora laevis</e1>, and Gigaspora margarita increased <e3>rice</e3> plant yield by 125% and 143% as compared with the non-inoculated controls, at 75 and 120 mM <e2>salt</e2> levels, respectively -REF-.	Acaulospora laevis	salt	rice	9575269
1	Discussion TKs from <e1>Trichoderma longibrachiatum SMF2</e1> enhanced tolerance to HS on <e3>Lanzhou lily</e3> HS is becoming one of the major limiting factors for food security due to global warming, so it is necessary to take effective measures to improve plant <e2>thermotolerance</e2>.	Trichoderma longibrachiatum SMF2	thermotolerance	Lanzhou lily	10282843
0	Simultaneous treatment of <e3>maize</e3> with <e2>drought</e2> and <e1>Bacillus</e1> sp.	Bacillus	drought	maize	9428627
0	<e1>Burkholderia phytofirmans</e1> strain PsJN has been found to reduce salt stress in <e3>Arabidopsis</e3> -REF- and maize -REF-, as well as <e2>drought</e2> stress in wheat -REF-.	Burkholderia phytofirmans	drought	Arabidopsis	10433232
1	Similarly, inoculation with <e1>Variovorax paradoxus</e1> 5C-2, an ACC deaminase-producing PGPM, has provided <e2>salinity</e2> tolerance in <e3>Pisum sativum</e3> L. cv.	Variovorax paradoxus	salinity	Pisum sativum	11284086
0	The effects of Bacillus atrophaeus WZYH01 YL07 and <e1>Planococcus soli</e1> WZYH02 YL10 on the growth and development of <e3>maize</e3> Zea mays L. under <e2>salt</e2> stress ECe = 5.9 dS/m were further studied.	Planococcus soli	salt	maize	9121094
1	<e3>Pepper</e3> inoculated with IAA-producing bacteria Microbacterium oleivorans KNUC7074, Brevibacterium iodinum KNUC7183, and <e1>Rhizobium massiliae</e1> KNUC7586 increased chlorophyll concentration, as well as leaf water content under 200 mM NaCl <e2>salinity</e2> -REF-.	Rhizobium massiliae	salinity	Pepper	8472176
0	PGPR strains such as Pseudomonas jessenii, Anthrobacter nitroguajacolicus, and Pseudomonas synxantha inoculation of <e3>rice</e3> seedlings, Pseudomonas putida in maize, Bacillus polymyxa in tomato, Bazzania subtilis in mustard, Pseudomonas and <e1>Mesorhizobium</e1> cicero in green gram, are capable of promoting plants grown under <e2>drought</e2> stress conditions -REF-, -REF-, -REF-, -REF-.	Mesorhizobium	drought	rice	9919780
1	4.4 Conclusion Our findings indicate that the plant growth-promoting bacterium <e1>Azospirillum brasilense</e1> improves growth in <e2>salt-stressed</e2> <e3>rice</e3>.	Azospirillum brasilense	salt-stressed	rice	10785826
0	Co-inoculation of <e1>Rhizobium</e1> with AMF resulted in significant enhancement of yield, nodulation, leghemoglobin, nitrogenase activity, IAA synthesis, and nutrient uptake of <e3>alfalfa</e3> subjected to <e2>salinity</e2> stress -REF-.	Rhizobium	salinity	alfalfa	8307984
1	A VOC producing HT-PGPR <e1>Paraburkholderia phytofirmans PsJN</e1>, was not only reported to help in salt-stress amelioration but also promoted <e3>Arabis thaliana</e3> growth in very <e2>saline conditions</e2> -REF-.	Paraburkholderia phytofirmans PsJN	saline conditions	Arabis thaliana	7641974
0	Inoculation with Bacillus cereus, Pseudomonas spp., Serratia liquefaciens, Pseudomonas fluorescens, Pseudomonas putida, and <e1>Bacillus tequilensis</e1> SSB07 has alleviated <e2>heat</e2> stress in several crops like tomato, <e3>pigeon pea</e3> wheat and soybean -REF-.	Bacillus tequilensis	heat	pigeon pea	10374332
0	The function of date palm salinity responsive genes was studied by -REF-, who showed that the expression of the <e3>Phoenix dactylifera</e3> metallothionein gene PdMT2A in <e1>Saccharomyces cerevisiae</e1>, a salinity sensitive yeast mutant, enhanced its <e2>drought</e2>, oxidative, and salinity stresses tolerance.	Saccharomyces cerevisiae	drought	Phoenix dactylifera	9733834
1	Therefore, our findings can help in understanding the effects of <e1>Trichoderma asperellum</e1> inoculation on <e3>sugarcane</e3> crop alleviating the <e2>drought</e2> stress effects in photosynthetic and antioxidant metabolism and their reflexes on stalk yield.	Trichoderma asperellum	drought	sugarcane	8082249
1	Inoculation of <e3>tomato</e3> and maize with the ACC deaminase-producing bacteria Bacillus subtilis rhizo SF48 or <e1>Pseudomonas fluorescens</e1> strains improved antioxidant enzyme activities, alleviated oxidative damage caused by <e2>drought</e2>, and improved crop yield -REF-; -REF-.	Pseudomonas fluorescens	drought	tomato	8760038
1	Furthermore, -REF- showed that Enterobacter sp., Bacillus sp., and <e1>Rhizobium</e1> sp., isolated from Tripogonella spicata, were also able to improve some plant growth and gas exchange parameters in <e3>sorghum</e3> growing under <e2>drought</e2> conditions -REF-, -REF-.	Rhizobium	drought	sorghum	7845453
0	<e1>Streptococcus sciuri</e1> Modulates Photosynthetic Responses in <e3>Tomato</e3> and Rice Plants Subjected to <e2>salinity</e2> Stress A decline in net photosynthesis rate during <e2>salinity</e2> stress is due to lower intracellular CO2 levels due to stomatal closure.	Streptococcus sciuri	salinity	Tomato	7820118
0	Bacterial strains belonging to the genera Pseudomonas, Bacillus, <e1>Klebsiella</e1>, Cupriavidus, Ochrobactrum, Isoptericola, and Enterobacter were isolated and showed to promote growth of multiple plant species under <e2>saline conditions</e2>, including model plant species arabidopsis as well as crops like wheat Triticum aestivum, rice Oryza sativa, <e3>alfalfa</e3> Medicago sativa and tomato -REF-, -REF-.	Klebsiella	saline conditions	alfalfa	9296610
0	However, the <e1>Pseudomonas putida</e1> ACC deaminase AcdS minus mutant-inoculated <e3>canola</e3> plants did not show significant difference in SFW and SDW relative to the untreated plants, indicating the critical role of a functional ACC deaminase enzyme in plant growth under <e2>salinity</e2> stress.	Pseudomonas putida	salinity	canola	8003591
0	Inoculation with Bacillus cereus, Pseudomonas spp., Serratia liquefaciens, Pseudomonas fluorescens, <e1>Pseudomonas putida</e1>, and Bacillus tequilensis SSB07 has alleviated <e2>heat</e2> stress in several crops like tomato, <e3>pigeon pea</e3> wheat and soybean -REF-.	Pseudomonas putida	heat	pigeon pea	10374332
0	The interacting effects of water treatment and <e3>maize</e3> root colonization intensity on jasmonic acid and jasmonoyl isoleucine demonstrate how <e2>water stress</e2> can change how <e1>Metarhizium robertsii</e1> modulates plant defenses.	Metarhizium robertsii	water stress	maize	10681223
0	In addition, a recent study conducted by -REF- formulated a consortium of microorganisms formed by two growth-promoting rhizobacteria of the genus <e1>Arthrobacter</e1> and Planoccocus and two endophytic root fungi Penicillium chrysogenum and Penicillium brevicompactum that worked effectively to reduce <e2>saline stress</e2> in <e3>pepper</e3>, lettuce, onion and tomato plants.	Arthrobacter	saline stress	pepper	7287022
1	Importantly, all <e1>Pseudomonas chlororaphis</e1> derivatives enabled the salt inhibited <e3>wheat</e3> varieties studied to maintain above ground productivity in <e2>saline conditions</e2>.	Pseudomonas chlororaphis	saline conditions	wheat	7550623
1	The study on <e1>Paraconiothyrium</e1> SMCD 2210 highlights endosymbiotic plant growth promotion and alleviation of abiotic stress and ROS accumulation in germinating <e3>pea</e3> and chickpea seeds in plants grown under <e2>drought</e2> stress conditions, and so in addition to down-regulation of proline gene expression -REF-, -REF-.	Paraconiothyrium	drought	pea	9693749
0	In the present study, <e1>Trichoderma longibrachiatum</e1> application resulted in significant differences in the composition and diversity of the bacterial and fungal communities in the <e3>Pinus massoniana</e3> rhizosphere compared with those of the −T treatment and significantly enhanced the relative abundance of the dominant phyla, including Proteobacteria and Mortierellomycota, under <e2>drought</e2> stress.	Trichoderma longibrachiatum	drought	Pinus massoniana	10381829
1	Overall, it can be concluded that <e1>Trichoderma harzianum</e1> biopriming delays <e2>drought</e2> stress in <e3>rice</e3> cultivars by a multitude of molecular programming.	Trichoderma harzianum	drought	rice	8076752
0	Some examples of HAS species that confer resistance to <e2>salt</e2> stress in plants are the halophilic bacteria <e1>Stenotrophomonas rhizophila</e1>, which inhabits the halophyte Lygeum spartum that is native to the desert environments of Algeria; Bacillus atrophaeus, which is an endophyte of the halophytes Suaeda mollis and <e3>Salsola tetrandra</e3> that are native to Algeria <e2>salt</e2> Lakes; Jejubacter calystegiae, which is found in the halophyte Calystegia soldanella that is found on sandy beaches in South Korea; and many fungus-like microorganisms like Neocamarosporium chichastianum, N. goegapense, and Periconia macropinosa, which has been isolated from the desert halophyte Seidlitzia osmarinus collected at Hoz-e Soltan <e2>salt</e2> Lake in Iran -REF-; -REF-; -REF-; -REF-.	Stenotrophomonas rhizophila	salt	Salsola tetrandra	9393590
